ID,Name,Age,Gender,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,School_Grade
5977,User_1976,14,Male,6.8,4.0,56.9,7,1.6,6,4,2,0,1.0,151,26,2.8,0.9,0.0,Social Media,3,7.5,4.05,
5978,User_1977,13,Female,4.6,6.1,93.2,3,0.0,3,3,4,0,4.0,28,8,1.7,2.2,2.2,Mixed,1,7.3,1.91,
5979,User_1978,19,Male,7.7,6.3,65.0,1,2.7,8,6,6,1,3.0,88,16,0.0,2.4,1.1,Education,3,7.9,3.3,
5980,User_1979,13,Female,8.3,4.1,53.2,8,0.9,5,1,7,1,3.0,93,22,3.9,3.3,1.8,Education,2,9.3,5.67,
5981,User_1980,17,Female,7.1,6.1,79.1,8,1.6,4,2,1,1,4.0,130,12,4.2,1.6,2.0,Gaming,3,7.6,4.14,
5982,User_1981,15,Female,5.3,7.8,71.6,3,1.9,9,7,8,1,2.0,219,21,1.3,1.8,1.0,Gaming,1,7.9,1.81,
5983,User_1982,15,Female,5.6,5.9,70.2,7,0.0,5,3,1,0,4.0,106,29,5.2,0.0,2.0,Mixed,2,8.3,3.26,
5984,User_1983,14,Female,9.6,6.9,58.5,9,1.2,4,1,9,0,2.0,23,28,0.9,4.2,0.3,Education,2,7.2,4.82,
5985,User_1984,16,Male,5.3,6.9,71.5,8,2.8,8,2,4,0,4.0,205,7,4.1,0.6,1.5,Education,4,11.1,2.66,
5986,User_1985,19,Male,8.1,6.5,39.0,3,2.6,8,9,7,1,3.0,56,8,4.1,3.1,2.0,Gaming,3,11.7,4.82,
5987,User_1986,18,Male,6.7,5.4,73.3,2,1.2,8,7,6,0,0.0,90,14,4.6,3.1,0.9,Gaming,3,7.4,4.49,
5988,User_1987,15,Female,5.3,7.5,89.5,7,2.2,4,7,9,0,0.0,25,20,0.0,2.6,0.5,Education,3,6.4,1.47,
5989,User_1988,17,Male,3.3,4.1,43.5,7,2.3,1,8,2,1,3.0,70,24,4.6,1.6,1.0,Mixed,1,7.1,2.52,
5990,User_1989,14,Male,6.4,6.5,63.9,9,2.3,2,8,7,0,0.0,226,6,2.8,1.5,2.6,Social Media,1,8.9,3.26,
5991,User_1990,14,Male,6.2,8.6,56.9,5,0.4,4,9,5,1,2.0,118,16,2.5,1.9,2.4,Mixed,2,7.8,2.39,
5992,User_1991,18,Male,9.6,5.8,47.3,4,3.1,2,2,7,1,3.0,197,20,4.2,0.0,2.2,Education,2,5.4,5.48,
5993,User_1992,17,Male,4.3,5.4,39.2,8,1.0,3,8,1,0,2.0,115,14,4.4,2.0,3.0,Social Media,1,7.7,2.8,
5994,User_1993,16,Female,10.6,7.6,52.3,4,1.6,9,8,9,0,3.0,161,9,0.0,4.2,1.5,Mixed,3,8.8,5.08,
5995,User_1994,17,Male,6.8,6.7,66.4,4,1.1,9,5,1,1,2.0,246,16,1.1,1.7,1.7,Mixed,3,10.0,2.99,
5996,User_1995,16,Female,6.8,7.6,87.2,2,1.7,9,5,5,0,2.0,30,7,4.8,2.0,0.0,Education,1,11.5,3.67,
5997,User_1996,17,Female,4.8,6.6,47.2,1,0.6,7,4,8,0,0.0,29,16,3.7,0.5,0.6,Gaming,3,7.1,2.14,
5998,User_1997,17,Female,6.6,3.0,74.4,4,1.3,4,5,1,1,3.0,208,5,3.3,2.3,2.0,Mixed,1,6.8,4.72,
5999,User_1998,13,Female,6.9,8.3,73.3,7,1.7,1,2,7,0,4.0,228,6,1.5,0.8,2.4,Mixed,3,7.5,2.49,
6000,User_1999,14,Female,7.9,9.6,95.1,9,2.7,3,2,2,1,0.0,32,15,3.7,3.3,0.2,Gaming,3,6.1,3.66,
6001,Synthetic_User_6001,18,Female,6.5,4.3,59.2,1,0.1,6,10,8,2,2.6,127,6,0.7,3.8,2.1,Education,2,5.1,7.84,11th
6002,Synthetic_User_6002,15,Female,4.9,6.5,79.5,7,2.5,7,7,8,0,1.7,99,14,3.5,1.8,1.7,Social Media,1,10.6,5.31,10th
6003,Synthetic_User_6003,16,Female,6.2,7.4,71.9,1,1.8,1,4,5,1,1.4,94,29,1.9,3.2,2.1,Gaming,3,12.5,3.58,7th
6004,Synthetic_User_6004,18,Female,7.4,5.2,46.3,2,1.6,1,1,1,2,0.4,112,16,3.3,2.3,1.1,Gaming,2,8.0,5.63,9th
6005,Synthetic_User_6005,14,Male,6.4,7.3,62.0,7,2.8,2,1,4,1,0.9,115,23,1.4,0.3,0.9,Browsing,4,12.7,5.17,College
6006,Synthetic_User_6006,16,Female,4.0,6.9,56.6,1,0.5,2,4,4,0,0.9,150,7,2.7,3.6,2.6,Browsing,3,10.3,2.12,10th
6007,Synthetic_User_6007,16,Female,5.0,7.7,56.4,3,0.8,5,4,3,4,3.7,99,23,5.2,3.8,1.3,Education,5,4.5,2.96,10th
6008,Synthetic_User_6008,18,Male,8.9,5.8,62.9,6,2.3,1,6,8,0,1.7,117,5,2.3,4.4,0.6,Work,5,9.3,10.0,9th
6009,Synthetic_User_6009,13,Female,6.7,7.5,79.2,6,2.3,2,7,3,0,0.2,128,30,2.1,2.7,2.2,Browsing,1,3.0,5.28,9th
6010,Synthetic_User_6010,14,Female,7.7,6.7,60.6,6,1.2,6,9,5,0,0.6,129,19,2.7,3.4,1.0,Gaming,5,9.1,6.9,12th
6011,Synthetic_User_6011,18,Female,6.5,8.3,73.4,2,2.9,3,9,2,1,0.3,157,27,0.6,2.2,0.6,Gaming,2,4.9,3.91,11th
6012,Synthetic_User_6012,14,Female,7.6,9.0,70.9,2,2.8,4,10,6,0,2.4,99,30,2.3,1.6,0.1,Education,5,8.6,4.75,12th
6013,Synthetic_User_6013,14,Female,5.2,8.0,58.3,6,0.0,1,5,6,0,0.7,77,17,0.0,2.1,2.9,Gaming,4,10.0,3.81,10th
6014,Synthetic_User_6014,16,Female,4.5,7.0,64.8,10,0.5,5,10,8,1,2.0,85,11,3.0,4.6,1.4,Gaming,6,6.2,4.76,11th
6015,Synthetic_User_6015,15,Female,7.5,8.8,83.0,5,2.5,4,3,8,1,1.5,125,6,5.1,0.8,0.5,Social Media,2,13.1,5.15,9th
6016,Synthetic_User_6016,14,Female,8.3,7.1,72.2,7,1.0,8,3,1,1,3.2,95,26,3.3,1.2,2.3,Education,6,5.2,4.81,11th
6017,Synthetic_User_6017,17,Female,4.2,5.6,78.2,7,0.3,3,6,5,0,1.3,191,24,3.6,3.0,2.7,Social Media,1,3.0,1.72,10th
6018,Synthetic_User_6018,16,Female,4.8,6.5,89.1,5,2.4,10,1,2,1,1.8,100,15,0.2,0.6,1.6,Education,1,7.9,4.07,10th
6019,Synthetic_User_6019,13,Female,5.7,7.3,76.5,8,1.4,1,7,10,0,2.9,61,27,5.2,4.5,0.1,Gaming,5,12.1,4.81,11th
6020,Synthetic_User_6020,15,Male,9.2,7.3,41.2,10,1.5,10,3,5,0,1.7,112,20,2.3,0.2,1.1,Browsing,5,7.9,10.0,College
6021,Synthetic_User_6021,17,Female,7.1,5.4,74.1,6,0.6,5,5,10,0,3.2,161,18,5.8,3.8,0.7,Education,1,6.2,8.7,7th
6022,Synthetic_User_6022,17,Female,3.4,5.4,60.7,5,2.0,1,7,9,2,2.6,67,27,0.7,1.9,1.9,Browsing,2,3.1,3.39,12th
6023,Synthetic_User_6023,13,Male,5.8,6.2,97.2,4,1.7,5,7,4,0,1.6,66,19,5.7,0.3,1.6,Education,3,6.3,5.28,9th
6024,Synthetic_User_6024,15,Female,5.5,7.0,76.0,7,0.6,9,9,8,0,2.0,92,24,3.8,4.2,1.1,Browsing,1,4.6,4.05,10th
6025,Synthetic_User_6025,16,Male,3.7,7.2,61.0,4,1.0,5,1,1,0,3.9,74,23,0.3,3.2,1.9,Social Media,4,8.7,0.0,6th
6026,Synthetic_User_6026,12,Male,5.8,6.6,78.5,5,1.8,2,3,8,0,2.6,45,11,5.8,0.0,1.8,Gaming,2,9.0,2.48,9th
6027,Synthetic_User_6027,15,Female,5.4,5.7,71.4,5,2.8,2,9,6,3,3.6,38,13,0.1,1.3,2.7,Social Media,3,5.2,4.51,10th
6028,Synthetic_User_6028,13,Male,5.3,8.2,44.2,1,2.8,10,8,8,3,0.7,109,8,4.4,1.8,1.8,Education,3,7.0,9.48,7th
6029,Synthetic_User_6029,17,Female,5.2,5.4,82.9,1,0.9,9,2,6,0,1.9,128,10,5.3,1.6,1.5,Social Media,2,12.3,2.05,10th
6030,Synthetic_User_6030,16,Female,8.9,7.8,63.9,3,2.2,5,8,3,0,3.6,71,27,1.1,2.5,2.5,Social Media,1,6.7,8.76,College
6031,Synthetic_User_6031,15,Female,5.3,7.2,91.3,3,2.3,8,8,8,0,1.3,97,14,2.1,2.6,0.6,Education,3,6.6,3.54,8th
6032,Synthetic_User_6032,12,Male,6.1,7.8,68.1,2,2.4,10,2,5,1,3.9,107,7,3.4,2.0,0.7,Education,4,8.6,6.14,12th
6033,Synthetic_User_6033,12,Male,5.9,6.1,91.6,2,1.7,4,8,10,0,0.4,55,25,4.1,1.7,2.4,Gaming,6,3.8,4.54,10th
6034,Synthetic_User_6034,14,Female,5.0,6.4,76.4,6,0.0,2,3,5,0,3.6,134,5,5.2,2.5,1.3,Browsing,2,10.8,2.26,11th
6035,Synthetic_User_6035,14,Other,6.2,6.6,84.6,1,2.3,4,7,7,0,1.8,108,10,4.6,0.2,1.2,Work,5,6.8,6.34,9th
6036,Synthetic_User_6036,18,Female,6.1,6.0,62.6,6,0.3,4,9,6,0,0.3,120,9,2.2,3.2,2.7,Education,6,4.5,6.62,8th
6037,Synthetic_User_6037,13,Male,6.2,6.7,75.3,5,0.4,9,4,9,0,3.5,127,27,4.9,3.0,1.8,Education,1,9.6,5.6,8th
6038,Synthetic_User_6038,15,Female,4.3,8.1,44.1,6,1.8,10,6,7,0,1.0,197,19,5.8,1.4,2.4,Social Media,2,6.5,5.76,7th
6039,Synthetic_User_6039,15,Female,5.6,5.2,68.1,5,3.0,6,9,3,0,0.1,59,29,1.4,0.9,2.4,Browsing,4,5.4,5.26,8th
6040,Synthetic_User_6040,18,Female,7.5,5.8,47.7,7,0.7,10,5,5,0,0.5,64,15,0.4,0.4,0.4,Browsing,6,8.2,5.0,11th
6041,Synthetic_User_6041,17,Male,5.6,5.7,52.9,1,1.9,6,1,9,4,2.6,167,24,2.6,2.9,2.0,Browsing,6,11.2,5.57,12th
6042,Synthetic_User_6042,17,Female,6.3,6.4,56.6,3,0.9,5,3,10,0,3.9,126,29,5.3,2.8,2.9,Gaming,3,6.8,9.16,12th
6043,Synthetic_User_6043,18,Female,6.3,6.4,79.9,6,2.7,6,9,2,0,0.4,102,17,0.9,2.7,1.4,Browsing,1,5.1,6.85,11th
6044,Synthetic_User_6044,17,Other,6.8,7.3,67.8,1,1.8,1,3,1,3,1.8,80,10,5.3,4.9,2.2,Social Media,1,3.0,5.08,8th
6045,Synthetic_User_6045,14,Male,7.1,6.5,70.5,7,0.6,5,10,8,2,0.7,90,9,6.0,2.7,1.7,Education,2,3.6,7.1,9th
6046,Synthetic_User_6046,15,Female,5.7,6.8,67.4,4,0.8,6,2,8,0,3.0,91,6,0.3,3.6,0.6,Gaming,2,6.6,4.75,9th
6047,Synthetic_User_6047,18,Female,4.2,6.9,86.2,3,1.3,8,4,2,1,0.5,40,21,3.0,0.6,0.6,Browsing,4,4.1,0.0,9th
6048,Synthetic_User_6048,15,Male,3.6,6.7,70.1,10,0.4,4,5,8,0,1.0,138,28,2.0,1.5,1.3,Browsing,5,5.9,1.58,10th
6049,Synthetic_User_6049,12,Female,8.0,7.2,73.7,9,0.2,5,7,5,1,0.8,20,16,2.4,1.4,1.4,Gaming,2,13.8,6.28,10th
6050,Synthetic_User_6050,14,Female,7.5,6.4,61.4,1,2.0,4,7,2,4,2.2,66,16,2.7,2.9,1.5,Browsing,6,11.7,8.13,9th
6051,Synthetic_User_6051,16,Male,7.3,8.1,87.2,8,1.2,7,9,7,0,3.5,82,26,4.4,1.7,2.9,Social Media,2,5.5,8.69,9th
6052,Synthetic_User_6052,14,Male,7.6,9.0,88.4,1,2.2,10,8,7,0,2.0,185,18,3.5,3.2,0.3,Browsing,2,8.4,4.37,12th
6053,Synthetic_User_6053,18,Female,5.7,7.2,69.4,5,0.3,6,2,3,0,0.2,95,11,5.8,3.5,1.1,Gaming,4,4.8,5.26,12th
6054,Synthetic_User_6054,16,Male,4.8,6.7,61.2,10,1.8,4,8,1,1,2.3,112,26,2.0,0.2,1.5,Gaming,3,12.7,1.59,9th
6055,Synthetic_User_6055,12,Female,4.0,7.1,45.8,8,1.3,6,8,4,0,3.2,64,30,3.2,3.2,2.9,Gaming,5,8.2,4.76,College
6056,Synthetic_User_6056,18,Male,3.8,5.4,57.0,6,0.2,4,5,2,1,0.5,134,18,4.9,0.6,1.5,Work,4,11.2,4.12,College
6057,Synthetic_User_6057,13,Female,8.4,6.7,37.5,7,1.6,8,3,4,0,0.3,200,11,2.2,2.3,2.3,Education,2,5.6,10.0,9th
6058,Synthetic_User_6058,15,Male,5.0,5.8,56.3,8,0.2,3,9,8,0,0.8,119,13,2.8,3.6,2.2,Social Media,3,12.8,4.16,9th
6059,Synthetic_User_6059,12,Female,8.1,7.0,75.4,6,2.5,8,7,2,0,3.0,86,18,4.1,3.5,1.7,Browsing,2,6.7,6.58,10th
6060,Synthetic_User_6060,15,Other,5.6,5.8,69.2,6,1.9,2,1,1,0,2.4,20,25,5.2,1.5,0.4,Education,4,3.0,5.59,College
6061,Synthetic_User_6061,17,Other,4.6,6.2,100.0,6,1.7,6,8,3,0,2.2,127,21,2.5,1.4,0.7,Browsing,1,7.5,2.58,12th
6062,Synthetic_User_6062,13,Female,3.8,4.6,64.4,5,0.4,8,10,10,0,1.0,60,21,3.2,2.2,0.7,Gaming,2,5.9,4.71,8th
6063,Synthetic_User_6063,13,Male,4.8,5.3,63.3,8,0.9,1,5,7,1,1.3,69,29,5.9,0.9,0.1,Gaming,3,11.0,2.11,9th
6064,Synthetic_User_6064,12,Female,8.8,6.9,85.9,2,1.5,6,6,6,1,3.9,137,25,0.3,4.9,1.1,Education,5,6.1,7.78,10th
6065,Synthetic_User_6065,13,Male,3.8,5.6,41.1,7,1.9,9,9,6,2,1.0,81,17,2.7,1.7,1.8,Social Media,1,9.6,3.99,10th
6066,Synthetic_User_6066,16,Male,10.2,7.6,47.8,4,0.5,10,10,7,0,3.6,96,22,3.8,4.6,0.4,Social Media,2,6.0,10.0,8th
6067,Synthetic_User_6067,13,Male,4.3,5.5,80.0,1,0.0,10,8,8,3,2.3,129,23,0.1,4.5,0.5,Social Media,2,5.5,3.22,12th
6068,Synthetic_User_6068,15,Female,7.5,7.0,67.1,5,1.0,2,3,3,1,0.5,71,21,3.6,1.8,2.1,Browsing,3,8.0,4.13,11th
6069,Synthetic_User_6069,15,Female,5.7,5.7,67.4,3,1.4,1,5,3,0,1.9,48,10,0.3,1.3,0.5,Education,1,9.6,2.92,12th
6070,Synthetic_User_6070,18,Female,5.4,6.9,55.9,4,0.6,2,4,10,0,3.8,118,16,5.1,3.9,0.4,Education,1,3.3,4.33,12th
6071,Synthetic_User_6071,15,Male,3.5,5.0,73.6,7,1.5,5,1,8,0,1.7,130,10,4.8,1.1,2.9,Browsing,1,10.8,4.69,11th
6072,Synthetic_User_6072,18,Male,5.8,6.0,57.9,5,1.0,6,5,7,4,3.5,76,7,0.2,2.6,0.0,Education,2,10.8,4.9,10th
6073,Synthetic_User_6073,15,Other,3.7,5.7,71.1,4,1.4,1,10,10,0,1.0,74,19,0.3,0.6,1.0,Browsing,1,7.1,2.32,11th
6074,Synthetic_User_6074,16,Male,2.6,7.4,52.6,1,1.0,7,7,5,0,2.3,55,7,4.5,1.9,0.1,Work,2,7.4,3.8,8th
6075,Synthetic_User_6075,18,Female,6.2,7.0,67.3,6,1.9,4,1,4,0,3.4,128,27,2.2,0.4,2.5,Social Media,2,3.0,4.54,11th
6076,Synthetic_User_6076,14,Male,4.7,5.3,100.0,10,0.1,9,4,6,2,3.7,176,19,3.5,1.4,1.8,Social Media,6,13.4,5.04,8th
6077,Synthetic_User_6077,17,Female,9.4,6.3,63.6,6,0.5,6,6,9,0,1.9,137,5,1.6,3.3,0.1,Work,1,7.0,6.16,11th
6078,Synthetic_User_6078,12,Female,8.0,5.7,68.0,7,1.3,9,9,6,0,2.6,96,25,1.0,5.0,1.8,Gaming,4,11.3,8.49,9th
6079,Synthetic_User_6079,15,Male,9.4,7.5,67.0,1,1.1,1,8,8,0,0.0,128,7,1.8,1.3,0.4,Browsing,5,6.2,8.86,8th
6080,Synthetic_User_6080,13,Male,4.6,7.8,72.6,4,1.2,4,2,1,0,1.0,66,9,1.5,2.4,1.5,Social Media,5,8.0,1.45,8th
6081,Synthetic_User_6081,15,Female,6.3,5.1,77.0,9,2.4,2,3,6,0,1.1,114,18,2.7,2.2,2.0,Browsing,4,9.6,4.95,6th
6082,Synthetic_User_6082,13,Female,2.0,7.3,73.9,10,2.7,6,10,2,0,0.4,56,8,4.5,0.9,0.4,Browsing,1,6.6,1.17,11th
6083,Synthetic_User_6083,17,Male,5.4,5.7,74.2,6,0.7,4,5,3,2,1.1,95,26,3.3,3.1,1.5,Browsing,2,3.3,6.2,11th
6084,Synthetic_User_6084,17,Other,6.2,6.2,67.3,2,2.5,9,7,6,2,1.3,143,13,3.7,3.6,1.4,Browsing,3,7.6,8.86,10th
6085,Synthetic_User_6085,17,Male,6.3,6.5,71.5,4,1.4,3,3,2,1,3.9,132,22,2.8,0.7,2.7,Social Media,4,3.8,3.1,8th
6086,Synthetic_User_6086,13,Male,5.9,8.3,66.8,6,0.8,1,7,4,0,2.7,122,14,1.9,3.8,3.0,Social Media,5,5.4,4.88,7th
6087,Synthetic_User_6087,15,Female,6.1,5.5,42.8,4,3.0,1,5,6,1,1.7,116,12,0.9,3.5,2.0,Browsing,5,6.1,6.51,6th
6088,Synthetic_User_6088,17,Male,2.0,7.3,100.0,10,2.5,9,10,5,0,4.0,70,17,2.1,1.0,2.6,Browsing,2,8.2,2.66,8th
6089,Synthetic_User_6089,16,Female,6.5,5.3,80.9,7,3.0,9,6,6,0,0.6,105,6,4.0,3.2,1.9,Browsing,5,6.1,5.69,12th
6090,Synthetic_User_6090,18,Male,7.0,5.3,55.3,3,0.5,5,6,6,3,1.9,131,24,4.4,2.0,2.6,Gaming,5,4.3,6.08,9th
6091,Synthetic_User_6091,13,Male,8.7,6.5,73.5,6,0.4,2,4,8,2,2.6,90,29,2.8,3.4,1.3,Education,2,8.6,4.01,9th
6092,Synthetic_User_6092,13,Other,6.7,6.5,49.8,4,1.5,9,8,9,0,0.2,91,24,3.9,2.5,1.8,Work,1,10.0,7.07,8th
6093,Synthetic_User_6093,15,Male,5.7,3.7,62.6,3,1.9,8,9,5,2,2.9,81,11,1.3,0.2,2.5,Browsing,6,3.8,8.51,9th
6094,Synthetic_User_6094,13,Female,8.2,7.7,47.8,3,0.5,10,2,6,4,0.4,88,15,5.2,3.9,2.8,Work,5,8.1,9.01,10th
6095,Synthetic_User_6095,13,Male,2.0,4.4,69.2,2,2.6,10,9,6,1,0.6,69,9,5.2,2.8,0.1,Browsing,6,10.3,4.49,11th
6096,Synthetic_User_6096,17,Male,5.0,6.4,46.3,3,1.6,6,4,6,1,0.6,100,22,1.9,3.6,0.3,Education,6,8.3,3.81,9th
6097,Synthetic_User_6097,15,Male,4.5,7.8,75.8,10,1.2,7,6,2,1,3.7,87,12,3.3,0.6,2.8,Browsing,1,4.4,2.18,7th
6098,Synthetic_User_6098,17,Female,5.9,8.7,80.2,1,1.8,6,7,4,0,2.7,41,30,3.6,3.6,1.7,Gaming,3,8.7,3.6,9th
6099,Synthetic_User_6099,18,Male,2.0,6.1,57.6,3,1.9,5,4,1,0,2.6,200,14,2.8,2.1,3.0,Browsing,1,8.0,0.01,9th
6100,Synthetic_User_6100,18,Female,8.6,5.1,72.4,9,0.1,4,8,1,1,2.2,58,6,5.5,4.0,2.4,Social Media,2,8.5,3.83,9th
6101,Synthetic_User_6101,17,Female,5.5,7.8,56.8,4,3.0,7,10,1,0,1.2,94,7,4.4,3.0,2.5,Browsing,2,8.1,3.89,College
6102,Synthetic_User_6102,18,Other,6.6,7.4,77.7,3,1.1,4,8,7,0,2.5,102,30,4.0,1.8,1.2,Gaming,2,3.0,5.81,11th
6103,Synthetic_User_6103,15,Male,6.4,6.0,59.7,8,0.2,10,1,1,0,1.6,78,27,3.1,1.0,0.8,Browsing,5,7.5,3.64,10th
6104,Synthetic_User_6104,12,Female,8.5,5.9,81.8,1,2.6,10,8,6,0,0.6,96,9,0.5,4.1,1.8,Education,4,10.9,8.16,10th
6105,Synthetic_User_6105,17,Female,2.3,5.8,42.8,5,3.0,10,10,2,4,2.8,67,20,0.6,2.8,2.6,Browsing,5,12.3,4.2,10th
6106,Synthetic_User_6106,16,Female,6.2,6.2,54.9,1,2.4,9,3,6,1,0.5,129,14,1.8,4.9,2.2,Work,1,11.0,7.94,10th
6107,Synthetic_User_6107,16,Female,8.3,6.8,53.4,7,2.6,5,5,6,0,0.8,99,15,1.3,1.9,1.4,Browsing,3,8.1,6.31,11th
6108,Synthetic_User_6108,13,Female,5.8,5.9,73.1,5,1.9,8,10,3,4,3.3,128,23,5.7,3.4,2.3,Education,3,10.1,5.7,11th
6109,Synthetic_User_6109,18,Female,4.1,6.1,78.3,2,2.8,6,8,8,3,2.6,158,20,2.5,3.1,2.1,Education,3,9.6,3.14,8th
6110,Synthetic_User_6110,16,Male,4.8,7.1,74.2,1,0.1,4,6,4,0,2.5,88,16,5.3,3.2,2.7,Gaming,6,7.3,2.92,10th
6111,Synthetic_User_6111,13,Male,5.2,5.0,62.4,7,2.3,3,4,7,3,1.7,130,6,4.9,3.7,0.8,Browsing,3,11.4,5.0,10th
6112,Synthetic_User_6112,12,Female,4.6,6.1,30.0,1,2.0,6,4,4,0,1.6,161,15,4.9,0.7,0.4,Social Media,6,6.1,6.28,12th
6113,Synthetic_User_6113,15,Female,5.7,4.8,70.6,3,0.1,1,4,1,0,2.8,95,26,1.3,2.7,1.4,Education,4,7.7,4.69,11th
6114,Synthetic_User_6114,15,Female,9.0,6.6,81.8,6,1.6,2,6,6,0,3.0,127,30,2.7,2.5,1.1,Education,3,10.7,4.64,10th
6115,Synthetic_User_6115,15,Female,4.8,4.6,100.0,6,1.5,7,7,5,1,2.0,81,5,1.9,1.7,2.9,Browsing,6,5.2,4.89,8th
6116,Synthetic_User_6116,16,Male,5.0,7.4,63.6,7,2.1,4,5,9,0,3.9,147,28,5.8,2.2,0.0,Education,5,4.0,2.66,11th
6117,Synthetic_User_6117,12,Male,6.9,5.2,60.0,1,0.2,5,10,9,1,3.8,80,9,5.3,2.6,2.8,Education,3,5.1,5.87,8th
6118,Synthetic_User_6118,16,Female,5.7,4.7,74.8,7,2.4,10,8,8,1,1.6,128,25,1.5,1.6,2.9,Browsing,2,9.3,5.6,9th
6119,Synthetic_User_6119,18,Male,3.3,6.1,66.2,2,0.4,1,7,7,0,3.3,139,18,1.9,1.5,0.2,Browsing,1,14.7,4.52,8th
6120,Synthetic_User_6120,16,Male,5.9,8.2,89.1,6,1.3,2,8,2,0,2.2,52,22,3.2,3.7,2.7,Social Media,5,11.6,2.12,11th
6121,Synthetic_User_6121,12,Female,5.8,7.2,57.9,8,2.6,4,4,8,0,2.0,73,11,1.7,0.3,1.4,Browsing,4,10.3,5.54,9th
6122,Synthetic_User_6122,12,Male,8.0,4.6,66.3,5,1.7,8,8,3,0,0.2,71,9,4.9,1.6,2.3,Browsing,5,12.7,4.14,9th
6123,Synthetic_User_6123,18,Female,4.1,5.2,83.1,10,1.1,10,6,6,1,2.3,143,12,4.9,3.3,0.2,Gaming,2,8.9,5.37,12th
6124,Synthetic_User_6124,12,Male,8.0,6.1,74.6,3,0.1,4,3,10,0,3.6,52,25,4.3,1.0,2.9,Browsing,3,6.1,7.76,9th
6125,Synthetic_User_6125,12,Female,5.8,8.7,87.4,8,2.0,3,8,7,0,3.1,113,19,4.1,2.9,1.8,Education,3,7.8,4.83,10th
6126,Synthetic_User_6126,15,Male,3.8,5.6,63.5,8,3.0,3,7,6,0,3.1,129,29,3.3,1.5,2.7,Gaming,4,7.2,4.17,10th
6127,Synthetic_User_6127,18,Female,3.4,5.6,88.9,4,2.7,5,10,5,1,0.6,106,9,2.1,4.2,2.0,Browsing,1,5.1,2.41,6th
6128,Synthetic_User_6128,14,Male,9.9,8.0,45.0,8,2.2,3,5,4,2,1.4,150,17,5.0,1.7,1.6,Education,3,7.4,6.66,12th
6129,Synthetic_User_6129,14,Male,5.7,6.7,45.6,5,0.3,8,4,2,4,0.9,23,23,5.2,1.1,0.5,Browsing,6,3.3,4.78,7th
6130,Synthetic_User_6130,12,Male,7.9,7.6,89.2,5,0.7,5,1,9,2,1.3,124,6,0.3,2.7,0.5,Education,4,7.0,3.81,10th
6131,Synthetic_User_6131,14,Female,2.6,5.8,70.1,3,0.6,7,10,7,0,2.3,92,9,2.4,0.7,1.4,Work,3,7.7,5.46,10th
6132,Synthetic_User_6132,14,Female,11.3,6.4,83.8,7,1.1,8,3,7,0,1.5,39,30,0.2,4.0,2.6,Education,6,7.5,8.26,11th
6133,Synthetic_User_6133,12,Male,7.8,7.8,71.5,9,0.7,5,2,4,1,2.2,56,30,5.0,3.4,0.3,Gaming,5,13.0,6.71,11th
6134,Synthetic_User_6134,14,Female,5.5,6.4,69.9,9,0.7,8,8,5,3,1.8,162,9,1.1,3.9,3.0,Gaming,4,8.6,10.0,9th
6135,Synthetic_User_6135,16,Female,5.4,7.6,50.1,1,1.9,3,8,6,0,1.1,125,10,4.0,2.0,2.6,Social Media,4,13.3,7.73,6th
6136,Synthetic_User_6136,13,Female,7.5,6.9,69.6,1,1.0,7,5,2,0,0.4,132,20,2.1,4.2,1.2,Social Media,4,3.9,6.21,11th
6137,Synthetic_User_6137,18,Male,7.4,5.5,90.4,10,2.0,8,5,4,0,3.6,138,6,4.9,2.5,0.8,Browsing,3,10.6,5.38,10th
6138,Synthetic_User_6138,13,Female,6.4,6.5,70.9,5,2.8,7,4,4,1,0.0,45,9,3.1,0.5,2.8,Education,4,8.6,6.59,12th
6139,Synthetic_User_6139,12,Male,6.0,7.5,80.2,1,1.9,2,1,4,0,0.0,109,19,1.9,1.1,0.4,Social Media,5,7.7,4.44,12th
6140,Synthetic_User_6140,15,Male,7.1,7.2,79.8,4,2.3,8,1,7,0,3.3,143,5,1.9,3.6,1.0,Gaming,1,4.0,6.1,12th
6141,Synthetic_User_6141,18,Other,2.5,6.5,54.8,1,2.3,6,6,7,2,4.0,83,23,2.0,4.5,0.3,Browsing,1,9.0,6.02,10th
6142,Synthetic_User_6142,12,Male,5.3,4.6,82.9,2,1.0,10,4,7,0,2.9,154,7,4.7,0.5,2.9,Browsing,2,14.8,3.99,9th
6143,Synthetic_User_6143,15,Female,2.7,4.7,65.3,2,0.0,3,4,7,0,0.1,75,23,4.3,4.3,1.9,Browsing,5,9.3,3.36,12th
6144,Synthetic_User_6144,13,Female,7.2,4.9,66.1,4,0.2,4,3,2,0,0.9,104,19,1.9,4.0,1.0,Social Media,5,7.9,6.01,10th
6145,Synthetic_User_6145,12,Female,4.6,6.0,100.0,8,0.8,7,9,5,0,3.9,115,7,2.9,1.8,0.8,Gaming,4,8.4,5.23,8th
